,atom_num,x,y,z,LJ_CO2,LJ_frame,Elec_CO2,Elec_frame,Total_pot
0,1.0,100.799,47.12,32.9,0.048463532007615044,7.974394437951697,9.752091289159528,-35.686500295697826,-17.911551036578985
0,2.0,101.823,47.643,32.75,0.013700754968641746,3.8049243390190695,-19.03037802383533,104.36320155727286,89.15144862742524
0,3.0,102.847,48.166,32.599,0.018104876091738754,5.9356900576907545,9.36225594861602,-62.679312586361,-47.363261703962486
0,4.0,42.895,18.927,4.125,0.06540902991467587,4.571115171616968,31.029120570236454,-18.14539939196356,17.52024537980454
0,5.0,43.062,18.772,5.262,0.01867917086797874,1.5030201415706237,-61.10835903418862,98.19048980101842,38.6038300792684
0,6.0,43.228,18.616,6.399,0.02533926235443071,1.5920660023632924,30.13702467804673,-60.7080781562086,-28.953648213444147
0,7.0,61.152,39.754,30.98,0.07570572334992932,5.016428402295891,23.37765520624078,-75.87205794188017,-47.40226860999357
0,8.0,61.429,40.85,30.719,0.0463410112459377,2.4905301672315874,-46.14352718679721,149.11724402891875,105.51058802059907
0,9.0,61.707,41.946,30.459,0.14348554071075792,3.4645686408058047,22.773610078407874,-68.40174183862426,-42.020077578699826
0,10.0,66.09,32.563,35.148,0.063223964587116,-4.848863042872537,21.336885234716554,26.70486658344279,43.25611273987393
0,11.0,67.146,32.816,35.556,0.028573005677850746,2.1231743368017373,-41.79642584724762,36.054364206453435,-3.5903142983145955
0,12.0,68.202,33.07,35.965,0.07505972014387546,2.3382184029942183,20.366590941314648,-31.345678429197573,-8.56580936474483
0,13.0,68.43,36.579,10.096,0.05078755220417711,6.1614652654957585,19.952859385695636,-82.01362738019976,-55.84851517680419
0,14.0,67.666,36.71,10.96,0.015627030599526272,4.177998315779575,-40.38607134933238,166.6028284237848,130.41038242083152
0,15.0,66.903,36.842,11.823,0.026993920036924145,7.88411968722765,20.409591006279914,-80.12850580699542,-51.80780119345093
0,16.0,74.781,25.183,47.811,0.08043926211278218,0.7287391818877383,19.342280681201935,6.844252571524599,26.995711696727053
0,17.0,73.866,24.475,47.891,0.021213002767315227,1.8633992180231662,-39.51272230150861,62.21488499027219,24.58677490955406
0,18.0,72.951,23.766,47.971,0.0274819349669256,1.7537078872228986,20.192751656105468,-46.88731062122324,-24.91336914292795
0,19.0,58.845,39.52,48.725,0.15539707083474605,2.9299982633200927,27.617347283273343,-94.22685810186763,-63.52411548443945
0,20.0,59.199,39.039,47.731,0.06403686327916248,2.301331411844756,-54.73959799783189,162.59029555310772,110.21606583039974
0,21.0,59.553,38.558,46.737,0.1155888381256749,-0.16522883194875032,27.43211632215766,-43.70352457597702,-16.321048247642434
0,22.0,25.205,14.372,9.939,1.3390922024893728,10.09566240014424,36.724305784661226,-97.58368048867924,-49.42462010138439
0,23.0,26.298,14.232,9.577,0.7214272720872383,4.25021857757748,-71.71531400324425,187.83125773161495,121.08758957803543
0,24.0,27.391,14.093,9.214,1.1034626136275134,8.252057860553265,33.02934426051207,-90.52065543246943,-48.13579069777658
0,25.0,58.591,57.034,42.181,0.8529818015877522,8.253960428130659,24.540722559337066,-85.73472432991846,-52.08705954086299
0,26.0,57.524,56.627,41.973,0.48907700824432404,3.952603179841064,-50.12695234968093,177.84723551846136,132.1619633568658
